utt_id,speaker_id,clean_path,noisy_path,split,clean_processed,noisy_processed
p243_376,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_376.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_376.wav,train,data/processed/train/clean/p243_376.wav,data/processed/train/noisy/p243_376.wav
p287_182,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_182.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_182.wav,train,data/processed/train/clean/p287_182.wav,data/processed/train/noisy/p287_182.wav
p286_021,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_021.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_021.wav,train,data/processed/train/clean/p286_021.wav,data/processed/train/noisy/p286_021.wav
p267_193,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_193.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_193.wav,train,data/processed/train/clean/p267_193.wav,data/processed/train/noisy/p267_193.wav
p277_054,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_054.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_054.wav,train,data/processed/train/clean/p277_054.wav,data/processed/train/noisy/p277_054.wav
p256_103,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_103.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_103.wav,train,data/processed/train/clean/p256_103.wav,data/processed/train/noisy/p256_103.wav
p236_229,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_229.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_229.wav,train,data/processed/train/clean/p236_229.wav,data/processed/train/noisy/p236_229.wav
p273_418,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_418.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_418.wav,train,data/processed/train/clean/p273_418.wav,data/processed/train/noisy/p273_418.wav
p267_035,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_035.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_035.wav,train,data/processed/train/clean/p267_035.wav,data/processed/train/noisy/p267_035.wav
p250_292,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_292.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_292.wav,train,data/processed/train/clean/p250_292.wav,data/processed/train/noisy/p250_292.wav
p274_423,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_423.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_423.wav,train,data/processed/train/clean/p274_423.wav,data/processed/train/noisy/p274_423.wav
p258_242,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_242.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_242.wav,train,data/processed/train/clean/p258_242.wav,data/processed/train/noisy/p258_242.wav
p231_189,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_189.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_189.wav,train,data/processed/train/clean/p231_189.wav,data/processed/train/noisy/p231_189.wav
p270_030,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_030.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_030.wav,train,data/processed/train/clean/p270_030.wav,data/processed/train/noisy/p270_030.wav
p268_069,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_069.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_069.wav,train,data/processed/train/clean/p268_069.wav,data/processed/train/noisy/p268_069.wav
p228_035,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_035.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_035.wav,train,data/processed/train/clean/p228_035.wav,data/processed/train/noisy/p228_035.wav
p250_092,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_092.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_092.wav,train,data/processed/train/clean/p250_092.wav,data/processed/train/noisy/p250_092.wav
p268_288,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_288.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_288.wav,train,data/processed/train/clean/p268_288.wav,data/processed/train/noisy/p268_288.wav
p259_094,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_094.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_094.wav,train,data/processed/train/clean/p259_094.wav,data/processed/train/noisy/p259_094.wav
p267_116,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_116.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_116.wav,train,data/processed/train/clean/p267_116.wav,data/processed/train/noisy/p267_116.wav
p244_121,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_121.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_121.wav,train,data/processed/train/clean/p244_121.wav,data/processed/train/noisy/p244_121.wav
p243_059,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_059.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_059.wav,train,data/processed/train/clean/p243_059.wav,data/processed/train/noisy/p243_059.wav
p270_011,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_011.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_011.wav,train,data/processed/train/clean/p270_011.wav,data/processed/train/noisy/p270_011.wav
p286_200,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_200.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_200.wav,train,data/processed/train/clean/p286_200.wav,data/processed/train/noisy/p286_200.wav
p282_363,p282,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p282_363.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p282_363.wav,train,data/processed/train/clean/p282_363.wav,data/processed/train/noisy/p282_363.wav
p228_359,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_359.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_359.wav,train,data/processed/train/clean/p228_359.wav,data/processed/train/noisy/p228_359.wav
p269_011,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_011.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_011.wav,train,data/processed/train/clean/p269_011.wav,data/processed/train/noisy/p269_011.wav
p287_010,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_010.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_010.wav,train,data/processed/train/clean/p287_010.wav,data/processed/train/noisy/p287_010.wav
p239_214,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_214.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_214.wav,train,data/processed/train/clean/p239_214.wav,data/processed/train/noisy/p239_214.wav
p250_232,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_232.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_232.wav,train,data/processed/train/clean/p250_232.wav,data/processed/train/noisy/p250_232.wav
p258_247,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_247.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_247.wav,train,data/processed/train/clean/p258_247.wav,data/processed/train/noisy/p258_247.wav
p278_036,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_036.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_036.wav,train,data/processed/train/clean/p278_036.wav,data/processed/train/noisy/p278_036.wav
p274_186,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_186.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_186.wav,train,data/processed/train/clean/p274_186.wav,data/processed/train/noisy/p274_186.wav
p258_053,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_053.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_053.wav,train,data/processed/train/clean/p258_053.wav,data/processed/train/noisy/p258_053.wav
p239_499,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_499.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_499.wav,train,data/processed/train/clean/p239_499.wav,data/processed/train/noisy/p239_499.wav
p269_060,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_060.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_060.wav,train,data/processed/train/clean/p269_060.wav,data/processed/train/noisy/p269_060.wav
p287_360,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_360.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_360.wav,train,data/processed/train/clean/p287_360.wav,data/processed/train/noisy/p287_360.wav
p244_319,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_319.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_319.wav,train,data/processed/train/clean/p244_319.wav,data/processed/train/noisy/p244_319.wav
p277_119,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_119.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_119.wav,train,data/processed/train/clean/p277_119.wav,data/processed/train/noisy/p277_119.wav
p250_191,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_191.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_191.wav,train,data/processed/train/clean/p250_191.wav,data/processed/train/noisy/p250_191.wav
p277_117,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_117.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_117.wav,train,data/processed/train/clean/p277_117.wav,data/processed/train/noisy/p277_117.wav
p254_048,p254,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p254_048.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p254_048.wav,train,data/processed/train/clean/p254_048.wav,data/processed/train/noisy/p254_048.wav
p239_445,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_445.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_445.wav,train,data/processed/train/clean/p239_445.wav,data/processed/train/noisy/p239_445.wav
p268_110,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_110.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_110.wav,train,data/processed/train/clean/p268_110.wav,data/processed/train/noisy/p268_110.wav
p267_143,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_143.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_143.wav,train,data/processed/train/clean/p267_143.wav,data/processed/train/noisy/p267_143.wav
p269_330,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_330.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_330.wav,train,data/processed/train/clean/p269_330.wav,data/processed/train/noisy/p269_330.wav
p226_214,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_214.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_214.wav,train,data/processed/train/clean/p226_214.wav,data/processed/train/noisy/p226_214.wav
p239_410,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_410.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_410.wav,train,data/processed/train/clean/p239_410.wav,data/processed/train/noisy/p239_410.wav
p228_341,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_341.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_341.wav,train,data/processed/train/clean/p228_341.wav,data/processed/train/noisy/p228_341.wav
p228_077,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_077.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_077.wav,train,data/processed/train/clean/p228_077.wav,data/processed/train/noisy/p228_077.wav
p270_039,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_039.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_039.wav,train,data/processed/train/clean/p270_039.wav,data/processed/train/noisy/p270_039.wav
p227_013,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_013.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_013.wav,train,data/processed/train/clean/p227_013.wav,data/processed/train/noisy/p227_013.wav
p250_464,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_464.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_464.wav,train,data/processed/train/clean/p250_464.wav,data/processed/train/noisy/p250_464.wav
p254_234,p254,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p254_234.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p254_234.wav,train,data/processed/train/clean/p254_234.wav,data/processed/train/noisy/p254_234.wav
p286_104,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_104.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_104.wav,train,data/processed/train/clean/p286_104.wav,data/processed/train/noisy/p286_104.wav
p273_182,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_182.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_182.wav,train,data/processed/train/clean/p273_182.wav,data/processed/train/noisy/p273_182.wav
p287_235,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_235.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_235.wav,train,data/processed/train/clean/p287_235.wav,data/processed/train/noisy/p287_235.wav
p226_099,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_099.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_099.wav,train,data/processed/train/clean/p226_099.wav,data/processed/train/noisy/p226_099.wav
p277_133,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_133.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_133.wav,train,data/processed/train/clean/p277_133.wav,data/processed/train/noisy/p277_133.wav
p243_222,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_222.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_222.wav,train,data/processed/train/clean/p243_222.wav,data/processed/train/noisy/p243_222.wav
p277_071,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_071.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_071.wav,train,data/processed/train/clean/p277_071.wav,data/processed/train/noisy/p277_071.wav
p287_170,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_170.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_170.wav,train,data/processed/train/clean/p287_170.wav,data/processed/train/noisy/p287_170.wav
p231_125,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_125.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_125.wav,train,data/processed/train/clean/p231_125.wav,data/processed/train/noisy/p231_125.wav
p286_005,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_005.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_005.wav,train,data/processed/train/clean/p286_005.wav,data/processed/train/noisy/p286_005.wav
p276_227,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_227.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_227.wav,train,data/processed/train/clean/p276_227.wav,data/processed/train/noisy/p276_227.wav
p239_169,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_169.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_169.wav,train,data/processed/train/clean/p239_169.wav,data/processed/train/noisy/p239_169.wav
p277_241,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_241.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_241.wav,train,data/processed/train/clean/p277_241.wav,data/processed/train/noisy/p277_241.wav
p228_078,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_078.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_078.wav,train,data/processed/train/clean/p228_078.wav,data/processed/train/noisy/p228_078.wav
p277_463,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_463.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_463.wav,train,data/processed/train/clean/p277_463.wav,data/processed/train/noisy/p277_463.wav
p256_027,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_027.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_027.wav,train,data/processed/train/clean/p256_027.wav,data/processed/train/noisy/p256_027.wav
p243_039,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_039.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_039.wav,train,data/processed/train/clean/p243_039.wav,data/processed/train/noisy/p243_039.wav
p279_209,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_209.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_209.wav,train,data/processed/train/clean/p279_209.wav,data/processed/train/noisy/p279_209.wav
p259_458,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_458.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_458.wav,train,data/processed/train/clean/p259_458.wav,data/processed/train/noisy/p259_458.wav
p268_276,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_276.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_276.wav,train,data/processed/train/clean/p268_276.wav,data/processed/train/noisy/p268_276.wav
p278_327,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_327.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_327.wav,train,data/processed/train/clean/p278_327.wav,data/processed/train/noisy/p278_327.wav
p279_381,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_381.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_381.wav,train,data/processed/train/clean/p279_381.wav,data/processed/train/noisy/p279_381.wav
p278_212,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_212.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_212.wav,train,data/processed/train/clean/p278_212.wav,data/processed/train/noisy/p278_212.wav
p268_107,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_107.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_107.wav,train,data/processed/train/clean/p268_107.wav,data/processed/train/noisy/p268_107.wav
p236_129,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_129.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_129.wav,train,data/processed/train/clean/p236_129.wav,data/processed/train/noisy/p236_129.wav
p227_183,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_183.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_183.wav,train,data/processed/train/clean/p227_183.wav,data/processed/train/noisy/p227_183.wav
p256_293,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_293.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_293.wav,train,data/processed/train/clean/p256_293.wav,data/processed/train/noisy/p256_293.wav
p276_451,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_451.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_451.wav,train,data/processed/train/clean/p276_451.wav,data/processed/train/noisy/p276_451.wav
p228_290,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_290.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_290.wav,train,data/processed/train/clean/p228_290.wav,data/processed/train/noisy/p228_290.wav
p274_157,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_157.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_157.wav,train,data/processed/train/clean/p274_157.wav,data/processed/train/noisy/p274_157.wav
p227_102,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_102.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_102.wav,train,data/processed/train/clean/p227_102.wav,data/processed/train/noisy/p227_102.wav
p267_163,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_163.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_163.wav,train,data/processed/train/clean/p267_163.wav,data/processed/train/noisy/p267_163.wav
p236_046,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_046.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_046.wav,train,data/processed/train/clean/p236_046.wav,data/processed/train/noisy/p236_046.wav
p244_167,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_167.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_167.wav,train,data/processed/train/clean/p244_167.wav,data/processed/train/noisy/p244_167.wav
p258_076,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_076.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_076.wav,train,data/processed/train/clean/p258_076.wav,data/processed/train/noisy/p258_076.wav
p258_258,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_258.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_258.wav,train,data/processed/train/clean/p258_258.wav,data/processed/train/noisy/p258_258.wav
p239_398,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_398.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_398.wav,train,data/processed/train/clean/p239_398.wav,data/processed/train/noisy/p239_398.wav
p277_139,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_139.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_139.wav,train,data/processed/train/clean/p277_139.wav,data/processed/train/noisy/p277_139.wav
p270_158,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_158.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_158.wav,train,data/processed/train/clean/p270_158.wav,data/processed/train/noisy/p270_158.wav
p227_210,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_210.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_210.wav,train,data/processed/train/clean/p227_210.wav,data/processed/train/noisy/p227_210.wav
p236_325,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_325.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_325.wav,train,data/processed/train/clean/p236_325.wav,data/processed/train/noisy/p236_325.wav
p259_375,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_375.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_375.wav,train,data/processed/train/clean/p259_375.wav,data/processed/train/noisy/p259_375.wav
p258_034,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_034.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_034.wav,train,data/processed/train/clean/p258_034.wav,data/processed/train/noisy/p258_034.wav
p277_124,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_124.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_124.wav,train,data/processed/train/clean/p277_124.wav,data/processed/train/noisy/p277_124.wav
p279_059,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_059.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_059.wav,train,data/processed/train/clean/p279_059.wav,data/processed/train/noisy/p279_059.wav
p258_373,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_373.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_373.wav,train,data/processed/train/clean/p258_373.wav,data/processed/train/noisy/p258_373.wav
p268_300,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_300.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_300.wav,train,data/processed/train/clean/p268_300.wav,data/processed/train/noisy/p268_300.wav
p277_048,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_048.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_048.wav,train,data/processed/train/clean/p277_048.wav,data/processed/train/noisy/p277_048.wav
p250_013,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_013.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_013.wav,train,data/processed/train/clean/p250_013.wav,data/processed/train/noisy/p250_013.wav
p259_086,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_086.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_086.wav,train,data/processed/train/clean/p259_086.wav,data/processed/train/noisy/p259_086.wav
p250_058,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_058.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_058.wav,train,data/processed/train/clean/p250_058.wav,data/processed/train/noisy/p250_058.wav
p269_186,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_186.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_186.wav,train,data/processed/train/clean/p269_186.wav,data/processed/train/noisy/p269_186.wav
