utt_id,speaker_id,clean_path,noisy_path,split
p236_092,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_092.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_092.wav,train
p227_181,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_181.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_181.wav,train
p268_387,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_387.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_387.wav,train
p243_202,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_202.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_202.wav,train
p276_262,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_262.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_262.wav,train
p239_304,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_304.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_304.wav,train
p239_219,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_219.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_219.wav,train
p236_345,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_345.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_345.wav,train
p236_147,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_147.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_147.wav,train
p286_093,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_093.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_093.wav,train
p287_117,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_117.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_117.wav,train
p270_073,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_073.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_073.wav,train
p267_189,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_189.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_189.wav,train
p276_397,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_397.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_397.wav,train
p259_469,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_469.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_469.wav,train
p278_166,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_166.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_166.wav,train
p267_044,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_044.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_044.wav,train
p274_298,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_298.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_298.wav,train
p230_234,p230,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p230_234.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p230_234.wav,train
p230_380,p230,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p230_380.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p230_380.wav,train
p243_116,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_116.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_116.wav,train
p228_158,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_158.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_158.wav,train
p227_050,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_050.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_050.wav,train
p273_317,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_317.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_317.wav,train
p268_042,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_042.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_042.wav,train
p278_026,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_026.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_026.wav,train
p273_168,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_168.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_168.wav,train
p276_092,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_092.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_092.wav,train
p259_351,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_351.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_351.wav,train
p273_174,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_174.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_174.wav,train
p239_057,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_057.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_057.wav,train
p227_100,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_100.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_100.wav,train
p270_289,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_289.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_289.wav,train
p270_404,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_404.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_404.wav,train
p286_305,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_305.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_305.wav,train
p231_217,p231,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p231_217.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p231_217.wav,train
p286_117,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_117.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_117.wav,train
p268_391,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_391.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_391.wav,train
p278_265,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_265.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_265.wav,train
p233_065,p233,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p233_065.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p233_065.wav,train
p267_207,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_207.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_207.wav,train
p227_307,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_307.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_307.wav,train
p259_410,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_410.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_410.wav,train
p243_060,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_060.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_060.wav,train
p244_027,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_027.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_027.wav,train
p282_016,p282,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p282_016.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p282_016.wav,train
p287_199,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_199.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_199.wav,train
p286_387,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_387.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_387.wav,train
p233_004,p233,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p233_004.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p233_004.wav,train
p244_360,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_360.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_360.wav,train
p226_050,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_050.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_050.wav,train
p270_215,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_215.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_215.wav,train
p244_402,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_402.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_402.wav,train
p244_394,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_394.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_394.wav,train
p258_048,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_048.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_048.wav,train
p279_106,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_106.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_106.wav,train
p287_160,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_160.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_160.wav,train
p226_029,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_029.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_029.wav,train
p256_018,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_018.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_018.wav,train
p256_051,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_051.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_051.wav,train
p228_230,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_230.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_230.wav,train
p282_057,p282,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p282_057.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p282_057.wav,train
p276_351,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_351.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_351.wav,train
p268_006,p268,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p268_006.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p268_006.wav,train
p279_130,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_130.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_130.wav,train
p236_222,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_222.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_222.wav,train
p270_293,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_293.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_293.wav,train
p286_136,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_136.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_136.wav,train
p286_358,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_358.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_358.wav,train
p230_090,p230,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p230_090.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p230_090.wav,train
p230_241,p230,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p230_241.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p230_241.wav,train
p278_067,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_067.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_067.wav,train
p273_102,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_102.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_102.wav,train
p236_446,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_446.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_446.wav,train
p286_302,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_302.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_302.wav,train
p269_053,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_053.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_053.wav,train
p239_317,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_317.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_317.wav,train
p276_373,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_373.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_373.wav,train
p273_055,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_055.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_055.wav,train
p230_221,p230,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p230_221.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p230_221.wav,train
p278_248,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_248.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_248.wav,train
p239_347,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_347.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_347.wav,train
p274_026,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_026.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_026.wav,train
p227_357,p227,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p227_357.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p227_357.wav,train
p282_248,p282,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p282_248.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p282_248.wav,train
p258_151,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_151.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_151.wav,train
p228_202,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_202.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_202.wav,train
p228_006,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_006.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_006.wav,train
p269_198,p269,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p269_198.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p269_198.wav,train
p287_080,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_080.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_080.wav,train
p267_119,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_119.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_119.wav,train
p258_255,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_255.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_255.wav,train
p277_268,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_268.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_268.wav,train
p277_064,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_064.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_064.wav,train
p270_325,p270,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p270_325.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p270_325.wav,train
p258_097,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_097.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_097.wav,train
p244_026,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_026.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_026.wav,train
p258_056,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_056.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_056.wav,train
p226_215,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_215.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_215.wav,train
p244_002,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_002.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_002.wav,train
p277_266,p277,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p277_266.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p277_266.wav,train
p243_088,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_088.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_088.wav,train
p239_422,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_422.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_422.wav,train
p278_158,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_158.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_158.wav,train
p267_198,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_198.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_198.wav,train
p259_402,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_402.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_402.wav,train
p230_393,p230,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p230_393.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p230_393.wav,train
p228_193,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_193.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_193.wav,train
p256_129,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_129.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_129.wav,train
p274_404,p274,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p274_404.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p274_404.wav,train
p276_212,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_212.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_212.wav,train
p244_107,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_107.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_107.wav,train
p230_069,p230,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p230_069.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p230_069.wav,train
p259_098,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_098.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_098.wav,train
p278_039,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_039.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_039.wav,train
p236_107,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_107.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_107.wav,train
p286_433,p286,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p286_433.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p286_433.wav,train
p230_278,p230,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p230_278.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p230_278.wav,train
p244_089,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_089.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_089.wav,train
p267_219,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_219.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_219.wav,train
p236_193,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_193.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_193.wav,train
p239_462,p239,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p239_462.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p239_462.wav,train
p243_304,p243,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p243_304.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p243_304.wav,train
p282_037,p282,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p282_037.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p282_037.wav,train
p258_129,p258,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p258_129.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p258_129.wav,train
p256_240,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_240.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_240.wav,train
p250_128,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_128.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_128.wav,train
p276_362,p276,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p276_362.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p276_362.wav,train
p250_480,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_480.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_480.wav,train
p267_045,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_045.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_045.wav,train
p273_162,p273,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p273_162.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p273_162.wav,train
p259_259,p259,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p259_259.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p259_259.wav,train
p250_150,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_150.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_150.wav,train
p233_074,p233,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p233_074.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p233_074.wav,train
p226_365,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_365.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_365.wav,train
p278_293,p278,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p278_293.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p278_293.wav,train
p244_008,p244,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p244_008.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p244_008.wav,train
p228_161,p228,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p228_161.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p228_161.wav,train
p256_096,p256,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p256_096.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p256_096.wav,train
p226_333,p226,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p226_333.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p226_333.wav,train
p250_204,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_204.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_204.wav,train
p250_299,p250,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p250_299.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p250_299.wav,train
p279_182,p279,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p279_182.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p279_182.wav,train
p254_104,p254,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p254_104.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p254_104.wav,train
p267_300,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_300.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_300.wav,train
p236_263,p236,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p236_263.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p236_263.wav,train
p287_151,p287,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p287_151.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p287_151.wav,train
p267_304,p267,data/raw/clean_trainset_28spk_wav/clean_trainset_28spk_wav/p267_304.wav,data/raw/noisy_trainset_28spk_wav/noisy_trainset_28spk_wav/p267_304.wav,train
